,Name,Vertex,Edges,Density,Max. Degree,Avg. Degree,Max. k-core,Avg. Clustering Coeff.,Diameter,Average Path Length,Total Triangles,Avg. Eigenvector Centrality,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,Categories
98,output_CL_98,48,169,0.149822695035461,15,7.041666666666668,5,0.18851761664261654,4,2.1604609929078014,64.0,0.13167030734272467,1712304.0,2565420.0,570196.0,1224630.0,63360.0,134200.0,386276.0,60632.0,15180.0,4224.0,44.0,179679.0,9246.0,5577.0,63033.0,60379.0,4938.0,9496.0,9531.0,9940.0,1979.0,358.0,1367.0,1317.0,1500.0,264.0,29.0,26.0,173.0,108.0,6.0,4.0,0.0,0.0,CL
99,output_CL_99,48,163,0.14450354609929078,18,6.791666666666668,5,0.1811781083839907,4,2.1897163120567376,76.0,0.12766009526370278,1712304.0,2474340.0,527780.0,1195920.0,75240.0,144188.0,378092.0,77924.0,16632.0,8712.0,528.0,167243.0,10389.0,7380.0,66722.0,58651.0,7409.0,11761.0,13028.0,11408.0,2035.0,588.0,2820.0,2990.0,2229.0,344.0,101.0,335.0,591.0,275.0,40.0,100.0,10.0,0.0,CL
100,output_CNFG_0,49,168,0.14285714285714285,12,6.857142857142858,5,0.14075153871072238,4,2.17687074829932,50.0,0.13765229649979338,1906884.0,2724120.0,583650.0,1095030.0,51750.0,91755.0,291825.0,39060.0,8910.0,2880.0,90.0,156391.0,7382.0,2707.0,36460.0,38720.0,2298.0,5121.0,4886.0,4413.0,911.0,159.0,722.0,696.0,600.0,83.0,18.0,46.0,118.0,49.0,6.0,13.0,1.0,0.0,CNFG
101,output_CNFG_1,49,170,0.1445578231292517,11,6.938775510204081,5,0.13432282003710574,4,2.1564625850340136,46.0,0.1350678337419678,1906884.0,2756550.0,596790.0,1141605.0,47610.0,100755.0,315540.0,37125.0,9900.0,1845.0,0.0,164425.0,6857.0,3188.0,41837.0,43671.0,2340.0,5175.0,4823.0,5359.0,1165.0,158.0,498.0,455.0,641.0,114.0,4.0,0.0,55.0,37.0,3.0,0.0,0.0,0.0,CNFG
102,output_CNFG_10,49,172,0.14625850340136054,12,7.020408163265307,5,0.12197779544718318,4,2.163265306122449,45.0,0.13598466950759575,1906884.0,2788980.0,611100.0,1165410.0,46575.0,103455.0,323235.0,36810.0,10620.0,1935.0,45.0,170022.0,6787.0,3295.0,42752.0,44963.0,2322.0,5084.0,4858.0,5633.0,1202.0,128.0,513.0,493.0,645.0,109.0,12.0,24.0,47.0,32.0,1.0,4.0,0.0,0.0,CNFG
103,output_CNFG_11,49,171,0.14540816326530612,13,6.979591836734693,5,0.11603679766945076,4,2.135204081632653,42.0,0.13795697334312887,1906884.0,2772765.0,603540.0,1162305.0,43470.0,105345.0,318510.0,34650.0,9765.0,1665.0,0.0,168482.0,6286.0,3533.0,42411.0,43590.0,2277.0,4617.0,4471.0,5100.0,1148.0,120.0,418.0,442.0,547.0,90.0,5.0,0.0,42.0,19.0,0.0,0.0,0.0,0.0,CNFG
104,output_CNFG_12,49,172,0.14625850340136054,11,7.020408163265307,5,0.1646273227905881,4,2.1641156462585034,56.0,0.13646425102666412,1906884.0,2788980.0,610920.0,1169550.0,57960.0,103815.0,324045.0,45450.0,10440.0,3420.0,90.0,170609.0,8454.0,3272.0,42875.0,44864.0,2854.0,6285.0,5840.0,5448.0,1174.0,197.0,882.0,834.0,721.0,98.0,21.0,50.0,112.0,44.0,3.0,8.0,0.0,0.0,CNFG
105,output_CNFG_13,49,168,0.14285714285714285,12,6.857142857142858,5,0.14070147539535294,4,2.185374149659864,46.0,0.13768861201822824,1906884.0,2724120.0,583110.0,1107450.0,47610.0,95715.0,295830.0,34740.0,9630.0,1665.0,0.0,157953.0,6818.0,2994.0,37874.0,39445.0,2030.0,4625.0,4129.0,4864.0,984.0,115.0,401.0,343.0,544.0,105.0,3.0,0.0,40.0,24.0,2.0,0.0,0.0,0.0,CNFG
106,output_CNFG_14,49,165,0.14030612244897958,11,6.7346938775510194,5,0.10794681508967227,4,2.2100340136054424,36.0,0.13676742650673152,1906884.0,2675475.0,563220.0,1049490.0,37260.0,85140.0,275895.0,26820.0,9225.0,1035.0,0.0,147236.0,5236.0,2401.0,33836.0,36137.0,1481.0,3528.0,3243.0,4522.0,881.0,73.0,235.0,224.0,424.0,107.0,1.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,CNFG
107,output_CNFG_15,49,171,0.14540816326530612,11,6.979591836734693,5,0.13509438407397598,4,2.167517006802721,47.0,0.1346586533551274,1906884.0,2772765.0,604035.0,1150920.0,48645.0,101295.0,317745.0,38205.0,10890.0,2700.0,45.0,166912.0,7047.0,3184.0,41789.0,44074.0,2420.0,5326.0,4996.0,5728.0,1180.0,181.0,705.0,694.0,687.0,119.0,15.0,23.0,101.0,38.0,2.0,5.0,0.0,0.0,CNFG
108,output_CNFG_16,49,174,0.1479591836734694,14,7.1020408163265305,5,0.1463507014527423,4,2.1547619047619047,58.0,0.1340327686236019,1906884.0,2821410.0,624420.0,1216125.0,60030.0,114075.0,350325.0,51750.0,11610.0,3330.0,90.0,178751.0,8768.0,3980.0,49318.0,50259.0,3686.0,7347.0,7315.0,6513.0,1400.0,279.0,908.0,940.0,942.0,133.0,15.0,50.0,108.0,49.0,0.0,6.0,0.0,0.0,CNFG
109,output_CNFG_17,49,167,0.14200680272108845,11,6.816326530612245,5,0.13729569749977918,4,2.1870748299319733,48.0,0.13712781713939526,1906884.0,2707905.0,575865.0,1101240.0,49680.0,94365.0,295515.0,38070.0,9315.0,2160.0,0.0,155991.0,7026.0,2846.0,37611.0,39537.0,2287.0,5069.0,4817.0,4694.0,972.0,156.0,547.0,506.0,585.0,87.0,7.0,0.0,55.0,35.0,2.0,0.0,0.0,0.0,CNFG
110,output_CNFG_18,49,167,0.14200680272108845,12,6.816326530612245,5,0.12818711900344554,4,2.1760204081632653,45.0,0.13520923309662342,1906884.0,2707905.0,575730.0,1104345.0,46575.0,96750.0,300195.0,36495.0,9450.0,2205.0,45.0,156128.0,6569.0,3108.0,39438.0,40666.0,2338.0,4972.0,4743.0,4981.0,1031.0,147.0,588.0,558.0,604.0,99.0,13.0,24.0,69.0,30.0,1.0,5.0,0.0,0.0,CNFG
111,output_CNFG_19,49,170,0.1445578231292517,14,6.938775510204081,5,0.12868684603378486,4,2.1666666666666665,49.0,0.13456624875580148,1906884.0,2756550.0,595620.0,1168515.0,50715.0,108945.0,329715.0,41940.0,10935.0,2250.0,45.0,167608.0,7251.0,3841.0,45843.0,46244.0,2909.0,5841.0,5698.0,6060.0,1245.0,177.0,615.0,591.0,737.0,127.0,8.0,26.0,56.0,41.0,1.0,4.0,0.0,0.0,CNFG
112,output_CNFG_2,49,167,0.14200680272108845,12,6.816326530612245,5,0.12458697764820212,4,2.173469387755102,44.0,0.13606918105966073,1906884.0,2707905.0,576180.0,1093995.0,45540.0,94095.0,293220.0,36135.0,8955.0,2430.0,90.0,154968.0,6413.0,2939.0,37522.0,39271.0,2341.0,4763.0,4719.0,4515.0,966.0,156.0,608.0,643.0,528.0,75.0,14.0,47.0,81.0,25.0,1.0,7.0,0.0,0.0,CNFG
113,output_CNFG_20,49,170,0.1445578231292517,11,6.938775510204081,5,0.12108107312188947,4,2.170918367346939,44.0,0.13668701370228029,1906884.0,2756550.0,597240.0,1131255.0,45540.0,97650.0,308565.0,35325.0,10395.0,2250.0,0.0,163268.0,6563.0,2974.0,39750.0,42036.0,2143.0,4733.0,4500.0,5312.0,1070.0,127.0,561.0,550.0,536.0,133.0,12.0,0.0,69.0,23.0,2.0,0.0,0.0,0.0,CNFG
114,output_CNFG_21,49,170,0.1445578231292517,12,6.938775510204081,5,0.1510410224695939,4,2.16921768707483,52.0,0.13858006801967676,1906884.0,2756550.0,597645.0,1121940.0,53820.0,95850.0,301095.0,40275.0,9405.0,2610.0,45.0,162184.0,7789.0,2931.0,38111.0,40277.0,2384.0,5348.0,4923.0,4653.0,974.0,157.0,648.0,582.0,565.0,91.0,12.0,21.0,66.0,34.0,1.0,2.0,0.0,0.0,CNFG
115,output_CNFG_22,49,171,0.14540816326530612,14,6.979591836734693,5,0.11576949127969535,4,2.170918367346939,45.0,0.1344231480029417,1906884.0,2772765.0,603855.0,1155060.0,46575.0,103680.0,322875.0,38295.0,11205.0,1980.0,45.0,167207.0,6709.0,3476.0,43721.0,44951.0,2600.0,5378.0,5301.0,6176.0,1244.0,155.0,555.0,554.0,785.0,144.0,7.0,28.0,56.0,43.0,0.0,4.0,0.0,0.0,CNFG
116,output_CNFG_23,49,176,0.14965986394557826,12,7.183673469387755,5,0.11206525900403452,4,2.129251700680272,46.0,0.13648056044926876,1906884.0,2853840.0,639720.0,1225440.0,47610.0,112455.0,349785.0,39195.0,11700.0,1710.0,0.0,182835.0,7087.0,3752.0,47939.0,49881.0,2577.0,5638.0,5395.0,6364.0,1349.0,161.0,474.0,445.0,739.0,140.0,3.0,0.0,46.0,32.0,0.0,0.0,0.0,0.0,CNFG
117,output_CNFG_24,49,167,0.14200680272108845,12,6.816326530612245,5,0.1271726006419884,4,2.1870748299319733,47.0,0.13457235996374026,1906884.0,2707905.0,576225.0,1092960.0,48645.0,94500.0,295560.0,38520.0,9450.0,2565.0,90.0,154663.0,6852.0,3016.0,38362.0,39813.0,2480.0,5198.0,5076.0,5010.0,1030.0,170.0,688.0,703.0,668.0,105.0,21.0,53.0,95.0,37.0,0.0,11.0,0.0,0.0,CNFG
118,output_CNFG_25,49,170,0.1445578231292517,13,6.938775510204081,5,0.11298440788236708,4,2.1777210884353737,44.0,0.13583156594660553,1906884.0,2756550.0,596970.0,1137465.0,45540.0,99900.0,315360.0,36900.0,10080.0,2250.0,45.0,163824.0,6528.0,3206.0,41887.0,43439.0,2415.0,5064.0,5003.0,5288.0,1167.0,140.0,592.0,591.0,606.0,89.0,12.0,20.0,58.0,27.0,1.0,1.0,0.0,0.0,CNFG
119,output_CNFG_26,49,171,0.14540816326530612,11,6.979591836734693,5,0.1280811025708985,4,2.16921768707483,49.0,0.13675692589803368,1906884.0,2772765.0,604395.0,1142640.0,50715.0,98460.0,312570.0,40050.0,10260.0,2430.0,45.0,165973.0,7342.0,2973.0,40203.0,42694.0,2443.0,5370.0,5276.0,5302.0,1149.0,151.0,629.0,616.0,659.0,105.0,10.0,24.0,65.0,29.0,1.0,1.0,0.0,0.0,CNFG
120,output_CNFG_27,49,169,0.14370748299319727,11,6.8979591836734695,5,0.09790028565538768,4,2.1683673469387754,40.0,0.1362720138559294,1906884.0,2740335.0,590400.0,1113660.0,41400.0,93915.0,303345.0,32670.0,9765.0,1890.0,45.0,159829.0,5914.0,2738.0,38504.0,41202.0,1955.0,4507.0,4270.0,4918.0,1078.0,111.0,494.0,438.0,550.0,91.0,5.0,21.0,40.0,26.0,0.0,1.0,0.0,0.0,CNFG
121,output_CNFG_28,49,172,0.14625850340136054,14,7.020408163265307,5,0.13736297715889553,4,2.152210884353741,52.0,0.13478495165609267,1906884.0,2788980.0,610695.0,1174725.0,53820.0,107325.0,328230.0,43875.0,10845.0,3060.0,45.0,171051.0,7813.0,3678.0,44682.0,45817.0,2953.0,6069.0,5924.0,5942.0,1274.0,195.0,844.0,774.0,799.0,149.0,17.0,24.0,100.0,59.0,1.0,5.0,0.0,0.0,CNFG
122,output_CNFG_29,49,169,0.14370748299319727,13,6.8979591836734695,5,0.14966858538287112,4,2.185374149659864,55.0,0.1359872594929096,1906884.0,2740335.0,590175.0,1118835.0,56925.0,96435.0,302985.0,44820.0,9630.0,3465.0,90.0,160467.0,8134.0,2993.0,38865.0,40917.0,2807.0,5966.0,5808.0,4909.0,997.0,216.0,873.0,871.0,697.0,97.0,24.0,45.0,127.0,51.0,3.0,11.0,0.0,0.0,CNFG
123,output_CNFG_3,49,177,0.15051020408163265,12,7.224489795918367,5,0.13430073328032507,4,2.1267006802721093,49.0,0.1370070259690961,1906884.0,2870055.0,647190.0,1235790.0,50715.0,112815.0,354060.0,40725.0,12240.0,2070.0,0.0,185546.0,7621.0,3684.0,48458.0,50509.0,2612.0,5864.0,5439.0,6765.0,1353.0,157.0,588.0,516.0,756.0,166.0,5.0,0.0,59.0,35.0,1.0,0.0,0.0,0.0,CNFG
124,output_CNFG_30,49,168,0.14285714285714285,13,6.857142857142858,5,0.13481597767312056,4,2.1811224489795915,50.0,0.13547458906397591,1906884.0,2724120.0,582885.0,1112625.0,51750.0,96930.0,303480.0,40320.0,9495.0,2970.0,45.0,158350.0,7354.0,3080.0,39624.0,41200.0,2516.0,5482.0,5151.0,4919.0,1070.0,170.0,747.0,699.0,666.0,93.0,17.0,17.0,105.0,48.0,6.0,4.0,0.0,0.0,CNFG
125,output_CNFG_31,49,168,0.14285714285714285,12,6.857142857142858,5,0.14119327384633507,4,2.1811224489795915,50.0,0.13636784945583946,1906884.0,2724120.0,582930.0,1111590.0,51750.0,96345.0,299250.0,39285.0,9540.0,2565.0,0.0,158411.0,7377.0,3004.0,38504.0,40265.0,2365.0,5235.0,4905.0,4883.0,1033.0,155.0,645.0,584.0,672.0,98.0,9.0,0.0,85.0,57.0,6.0,0.0,0.0,0.0,CNFG
126,output_CNFG_32,49,172,0.14625850340136054,12,7.020408163265307,5,0.14083988573784492,4,2.1607142857142856,52.0,0.13583376716303086,1906884.0,2788980.0,611415.0,1158165.0,53820.0,101700.0,320940.0,41940.0,10260.0,2295.0,45.0,169030.0,7856.0,3213.0,42345.0,44515.0,2600.0,5877.0,5549.0,5485.0,1161.0,182.0,648.0,594.0,730.0,113.0,14.0,26.0,65.0,39.0,0.0,5.0,0.0,0.0,CNFG
127,output_CNFG_33,49,168,0.14285714285714285,11,6.857142857142858,5,0.14272314986600704,4,2.2066326530612246,54.0,0.13500381655824478,1906884.0,2724120.0,583200.0,1105380.0,55890.0,94005.0,300105.0,43695.0,10080.0,3105.0,135.0,157521.0,7939.0,2813.0,38375.0,40615.0,2654.0,5970.0,5695.0,5200.0,1083.0,209.0,834.0,783.0,785.0,106.0,17.0,75.0,118.0,51.0,3.0,17.0,1.0,0.0,CNFG
128,output_CNFG_34,49,172,0.14625850340136054,12,7.020408163265307,5,0.13815413611331984,4,2.1539115646258504,54.0,0.13404494735564856,1906884.0,2788980.0,610965.0,1168515.0,55890.0,104670.0,328185.0,45810.0,10800.0,2790.0,45.0,170204.0,8108.0,3410.0,44422.0,45974.0,3041.0,6496.0,6344.0,5942.0,1243.0,220.0,804.0,782.0,898.0,138.0,15.0,30.0,118.0,62.0,3.0,7.0,0.0,0.0,CNFG
129,output_CNFG_35,49,171,0.14540816326530612,13,6.979591836734693,5,0.11127115514870614,4,2.157312925170068,44.0,0.1346123150992971,1906884.0,2772765.0,603225.0,1169550.0,45540.0,106335.0,329355.0,38340.0,11025.0,2430.0,90.0,169111.0,6540.0,3545.0,44951.0,46235.0,2679.0,5341.0,5383.0,6006.0,1254.0,160.0,693.0,727.0,693.0,125.0,17.0,56.0,99.0,43.0,3.0,14.0,1.0,0.0,CNFG
130,output_CNFG_36,49,165,0.14030612244897958,10,6.7346938775510194,5,0.11631033365727242,4,2.1743197278911564,36.0,0.13717234777422185,1906884.0,2675475.0,563040.0,1053630.0,37260.0,86355.0,276075.0,26505.0,7830.0,855.0,0.0,147799.0,5243.0,2478.0,33922.0,36227.0,1479.0,3522.0,3143.0,3877.0,887.0,72.0,208.0,174.0,369.0,70.0,1.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,CNFG
131,output_CNFG_37,49,170,0.1445578231292517,12,6.938775510204081,4,0.1312085873310363,4,2.1904761904761907,53.0,0.13228815322013626,1906884.0,2756550.0,595845.0,1163340.0,54855.0,106425.0,331110.0,47970.0,12375.0,4185.0,90.0,166862.0,7785.0,3539.0,45790.0,46700.0,3401.0,6831.0,6953.0,6801.0,1291.0,269.0,1194.0,1223.0,1025.0,185.0,44.0,55.0,196.0,80.0,4.0,12.0,0.0,0.0,CNFG
132,output_CNFG_38,49,171,0.14540816326530612,14,6.979591836734693,5,0.1318201073303114,4,2.1377551020408165,48.0,0.13486613917177098,1906884.0,2772765.0,603090.0,1172655.0,49680.0,109530.0,327060.0,41760.0,11205.0,3105.0,90.0,169495.0,7136.0,3915.0,45270.0,45576.0,3023.0,5803.0,5758.0,6244.0,1169.0,203.0,905.0,901.0,751.0,173.0,25.0,54.0,132.0,77.0,8.0,14.0,1.0,0.0,CNFG
133,output_CNFG_39,49,176,0.14965986394557826,12,7.183673469387755,5,0.1404437965662456,4,2.1496598639455784,55.0,0.13516626186035385,1906884.0,2853840.0,639765.0,1224405.0,56925.0,111330.0,351675.0,46800.0,12780.0,3105.0,45.0,182625.0,8475.0,3606.0,48173.0,50412.0,3045.0,6667.0,6486.0,7073.0,1396.0,195.0,878.0,791.0,906.0,202.0,14.0,18.0,97.0,69.0,5.0,1.0,0.0,0.0,CNFG
134,output_CNFG_4,49,167,0.14200680272108845,12,6.816326530612245,5,0.130394322231057,4,2.17687074829932,44.0,0.1370087224343187,1906884.0,2707905.0,576405.0,1088820.0,45540.0,93060.0,288945.0,34470.0,9000.0,2205.0,0.0,154402.0,6450.0,2907.0,36534.0,38351.0,2143.0,4471.0,4261.0,4545.0,939.0,135.0,514.0,551.0,501.0,91.0,14.0,0.0,63.0,23.0,2.0,0.0,0.0,0.0,CNFG
135,output_CNFG_40,49,173,0.14710884353741496,11,7.061224489795919,5,0.1369334746885767,4,2.1326530612244903,46.0,0.13707527385735768,1906884.0,2805195.0,618390.0,1175760.0,47610.0,103500.0,326745.0,36855.0,9855.0,1710.0,0.0,172696.0,7001.0,3211.0,42985.0,45405.0,2269.0,5107.0,4705.0,5190.0,1231.0,140.0,436.0,390.0,614.0,89.0,1.0,0.0,40.0,29.0,2.0,0.0,0.0,0.0,CNFG
136,output_CNFG_41,49,171,0.14540816326530612,13,6.979591836734693,4,0.12861650820834494,4,2.1649659863945576,51.0,0.13438773878253651,1906884.0,2772765.0,604035.0,1150920.0,52785.0,101655.0,319815.0,43380.0,10485.0,2745.0,0.0,166784.0,7604.0,3262.0,42541.0,44384.0,2850.0,6036.0,5965.0,5590.0,1205.0,198.0,753.0,718.0,793.0,120.0,13.0,0.0,89.0,57.0,3.0,0.0,0.0,0.0,CNFG
137,output_CNFG_42,49,172,0.14625850340136054,12,7.020408163265307,5,0.1577524516300027,4,2.1607142857142856,56.0,0.13773035308000736,1906884.0,2788980.0,611370.0,1159200.0,57960.0,100935.0,317520.0,44280.0,10080.0,3195.0,90.0,169391.0,8480.0,3107.0,40959.0,43349.0,2671.0,5933.0,5518.0,5163.0,1158.0,172.0,782.0,766.0,724.0,103.0,19.0,42.0,99.0,54.0,3.0,8.0,0.0,0.0,CNFG
138,output_CNFG_43,49,169,0.14370748299319727,13,6.8979591836734695,5,0.13178465525404304,4,2.1683673469387754,48.0,0.13792694862115928,1906884.0,2740335.0,590670.0,1107450.0,49680.0,93870.0,296325.0,38115.0,8730.0,2205.0,0.0,159118.0,7121.0,2864.0,37304.0,39579.0,2314.0,5046.0,4815.0,4364.0,967.0,155.0,572.0,536.0,569.0,70.0,10.0,0.0,68.0,27.0,1.0,0.0,0.0,0.0,CNFG
139,output_CNFG_44,49,172,0.14625850340136054,11,7.020408163265307,5,0.1284035692198958,4,2.1505102040816326,49.0,0.13663495661292924,1906884.0,2788980.0,611595.0,1154025.0,50715.0,100350.0,320355.0,39645.0,9585.0,2250.0,0.0,168475.0,7400.0,3096.0,42084.0,44316.0,2419.0,5511.0,5215.0,5029.0,1171.0,147.0,615.0,538.0,622.0,79.0,10.0,0.0,66.0,31.0,3.0,0.0,0.0,0.0,CNFG
140,output_CNFG_45,49,168,0.14285714285714285,10,6.857142857142858,5,0.11773566569484935,4,2.163265306122449,41.0,0.13889428935190382,1906884.0,2724120.0,584280.0,1080540.0,42435.0,87660.0,283050.0,30915.0,7965.0,1620.0,0.0,154757.0,6078.0,2435.0,34061.0,37341.0,1712.0,3980.0,3738.0,3790.0,934.0,106.0,389.0,371.0,418.0,59.0,4.0,0.0,45.0,19.0,2.0,0.0,0.0,0.0,CNFG
141,output_CNFG_46,49,176,0.14965986394557826,13,7.183673469387755,5,0.1745708939586491,4,2.1496598639455784,70.0,0.13543875395993393,1906884.0,2853840.0,639675.0,1226475.0,72450.0,112905.0,349020.0,61020.0,12195.0,6120.0,360.0,182941.0,10754.0,3782.0,47869.0,49378.0,4163.0,8513.0,8497.0,6605.0,1318.0,386.0,1685.0,1657.0,1187.0,148.0,51.0,199.0,335.0,133.0,20.0,56.0,5.0,0.0,CNFG
142,output_CNFG_47,49,165,0.14030612244897958,13,6.7346938775510194,5,0.12557872966036232,4,2.192176870748299,39.0,0.13640580594203314,1906884.0,2675475.0,562410.0,1068120.0,40365.0,91035.0,282690.0,29565.0,9090.0,1440.0,0.0,149466.0,5661.0,2846.0,35981.0,37373.0,1775.0,3837.0,3617.0,4669.0,911.0,89.0,346.0,330.0,455.0,102.0,2.0,0.0,30.0,26.0,2.0,0.0,0.0,0.0,CNFG
143,output_CNFG_48,49,170,0.1445578231292517,11,6.938775510204081,5,0.15554524840239128,4,2.179421768707483,53.0,0.13732982416630815,1906884.0,2756550.0,597645.0,1121940.0,54855.0,94815.0,302310.0,41400.0,10080.0,3285.0,90.0,162196.0,7931.0,2791.0,38040.0,40738.0,2429.0,5561.0,5126.0,5008.0,1022.0,183.0,801.0,762.0,652.0,110.0,17.0,42.0,108.0,50.0,4.0,7.0,0.0,0.0,CNFG
144,output_CNFG_49,49,174,0.1479591836734694,13,7.1020408163265305,5,0.16425366017202755,4,2.1785714285714284,61.0,0.1358833790717322,1906884.0,2821410.0,625095.0,1200600.0,63135.0,110295.0,339075.0,50850.0,12195.0,3870.0,90.0,176914.0,9301.0,3747.0,46358.0,47589.0,3332.0,7100.0,6778.0,6505.0,1285.0,243.0,1025.0,948.0,976.0,150.0,24.0,38.0,149.0,89.0,9.0,13.0,1.0,0.0,CNFG
145,output_CNFG_5,49,164,0.13945578231292516,13,6.6938775510204085,5,0.1176235329296554,4,2.188775510204082,38.0,0.13584041519384427,1906884.0,2659260.0,555255.0,1062945.0,39330.0,91305.0,282600.0,29790.0,8730.0,1350.0,0.0,147613.0,5456.0,2890.0,36383.0,37427.0,1835.0,3967.0,3741.0,4478.0,943.0,96.0,326.0,308.0,451.0,94.0,2.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,CNFG
146,output_CNFG_50,49,174,0.1479591836734694,14,7.1020408163265305,5,0.1535863229740781,4,2.1607142857142856,59.0,0.13435199811395465,1906884.0,2821410.0,624690.0,1209915.0,61065.0,113400.0,345510.0,51525.0,12150.0,3600.0,45.0,177975.0,8944.0,4011.0,48556.0,48991.0,3677.0,7306.0,7217.0,6786.0,1343.0,271.0,1002.0,1037.0,1005.0,159.0,24.0,29.0,133.0,78.0,4.0,7.0,0.0,0.0,CNFG
147,output_CNFG_51,49,168,0.14285714285714285,13,6.857142857142858,5,0.1123890848380644,4,2.171768707482993,41.0,0.1352012087351948,1906884.0,2724120.0,583200.0,1105380.0,42435.0,95580.0,301725.0,33660.0,9270.0,1440.0,0.0,157383.0,6017.0,3029.0,39542.0,40996.0,2186.0,4613.0,4530.0,4916.0,1090.0,134.0,392.0,384.0,583.0,89.0,3.0,0.0,35.0,25.0,1.0,0.0,0.0,0.0,CNFG
148,output_CNFG_52,49,172,0.14625850340136054,11,7.020408163265307,5,0.12647024177636426,4,2.1683673469387754,47.0,0.13782987899326468,1906884.0,2788980.0,611505.0,1156095.0,48645.0,100170.0,316755.0,37485.0,10665.0,1935.0,0.0,168993.0,7110.0,3031.0,40815.0,43388.0,2236.0,5110.0,4756.0,5396.0,1122.0,135.0,477.0,462.0,629.0,113.0,6.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,CNFG
149,output_CNFG_53,49,172,0.14625850340136054,12,7.020408163265307,5,0.10658627087198516,4,2.142857142857143,41.0,0.13734266674127318,1906884.0,2788980.0,611370.0,1159200.0,42435.0,101835.0,320445.0,33660.0,10755.0,1710.0,45.0,169246.0,6181.0,3207.0,42113.0,44126.0,2123.0,4647.0,4414.0,5611.0,1095.0,108.0,483.0,408.0,539.0,135.0,6.0,23.0,32.0,31.0,1.0,2.0,0.0,0.0,CNFG
150,output_CNFG_54,49,174,0.1479591836734694,12,7.1020408163265305,5,0.1714712724916807,4,2.142006802721089,61.0,0.13552955299928765,1906884.0,2821410.0,624825.0,1206810.0,63135.0,110520.0,342360.0,51480.0,10485.0,3060.0,90.0,177785.0,9287.0,3656.0,46839.0,48509.0,3424.0,7288.0,7006.0,5785.0,1330.0,272.0,835.0,843.0,883.0,110.0,17.0,47.0,106.0,46.0,1.0,8.0,0.0,0.0,CNFG
151,output_CNFG_55,49,164,0.13945578231292516,14,6.6938775510204085,5,0.12969026438414194,4,2.201530612244898,42.0,0.13616007239506098,1906884.0,2659260.0,555210.0,1063980.0,43470.0,92475.0,282195.0,32355.0,8730.0,1395.0,45.0,147703.0,6043.0,3057.0,36674.0,37156.0,1973.0,4296.0,4005.0,4530.0,916.0,119.0,352.0,317.0,493.0,93.0,3.0,19.0,34.0,20.0,0.0,3.0,0.0,0.0,CNFG
152,output_CNFG_56,49,167,0.14200680272108845,12,6.816326530612245,5,0.09638807904114027,4,2.201530612244898,33.0,0.1348225052204864,1906884.0,2707905.0,576450.0,1087785.0,34155.0,91980.0,294030.0,25920.0,10485.0,1170.0,45.0,154116.0,4836.0,2779.0,37523.0,39797.0,1561.0,3471.0,3312.0,5371.0,1051.0,67.0,268.0,287.0,457.0,136.0,4.0,20.0,21.0,20.0,1.0,2.0,0.0,0.0,CNFG
153,output_CNFG_57,49,167,0.14200680272108845,11,6.816326530612245,5,0.12205583532114145,4,2.1726190476190474,43.0,0.1367945499163747,1906884.0,2707905.0,576180.0,1093995.0,44505.0,92790.0,293400.0,33615.0,8910.0,1800.0,45.0,155050.0,6305.0,2781.0,37119.0,39340.0,1993.0,4483.0,4205.0,4545.0,973.0,118.0,461.0,430.0,485.0,112.0,12.0,24.0,40.0,28.0,0.0,4.0,0.0,0.0,CNFG
154,output_CNFG_58,49,170,0.1445578231292517,12,6.938775510204081,5,0.15905998763141624,4,2.173469387755102,59.0,0.1356072225789813,1906884.0,2756550.0,597015.0,1136430.0,61065.0,99000.0,310905.0,47565.0,9360.0,3105.0,0.0,163869.0,8796.0,3074.0,40450.0,42574.0,2894.0,6572.0,6198.0,4864.0,1073.0,243.0,816.0,756.0,740.0,74.0,9.0,0.0,109.0,36.0,3.0,0.0,0.0,0.0,CNFG
155,output_CNFG_59,49,168,0.14285714285714285,12,6.857142857142858,5,0.1398518714845246,4,2.1726190476190474,47.0,0.13618535156714412,1906884.0,2724120.0,582975.0,1110555.0,48645.0,96615.0,299970.0,37035.0,9000.0,1980.0,0.0,158204.0,6932.0,3057.0,38906.0,40561.0,2297.0,4947.0,4673.0,4645.0,1036.0,133.0,468.0,497.0,564.0,82.0,9.0,0.0,48.0,24.0,1.0,0.0,0.0,0.0,CNFG
156,output_CNFG_6,49,164,0.13945578231292516,10,6.6938775510204085,5,0.1287981859410431,4,2.2108843537414966,42.0,0.13423934871312876,1906884.0,2659260.0,555615.0,1054665.0,43470.0,87480.0,279945.0,31815.0,8775.0,1845.0,45.0,146678.0,6055.0,2520.0,34973.0,37328.0,1806.0,4310.0,3910.0,4413.0,983.0,110.0,447.0,376.0,537.0,82.0,6.0,16.0,45.0,26.0,0.0,3.0,0.0,0.0,CNFG
