,Name,Vertex,Edges,Density,Max. Degree,Avg. Degree,Max. k-core,Avg. Clustering Coeff.,Diameter,Average Path Length,Total Triangles,Avg. Eigenvector Centrality,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,Categories
157,output_CNFG_60,49,168,0.14285714285714285,13,6.857142857142858,5,0.17372853903466154,4,2.200680272108844,58.0,0.13487431566963215,1906884.0,2724120.0,582075.0,1131255.0,60030.0,101340.0,312030.0,46935.0,9855.0,2700.0,45.0,160640.0,8527.0,3321.0,41770.0,42856.0,3033.0,6476.0,6111.0,5171.0,1117.0,234.0,703.0,682.0,756.0,95.0,8.0,24.0,69.0,40.0,2.0,1.0,0.0,0.0,CNFG
158,output_CNFG_61,49,174,0.1479591836734694,12,7.1020408163265305,5,0.13014547810466176,4,2.1564625850340136,51.0,0.13571674554584914,1906884.0,2821410.0,625275.0,1196460.0,52785.0,107235.0,338940.0,43830.0,12015.0,3195.0,45.0,176466.0,7747.0,3427.0,45582.0,47851.0,2938.0,6184.0,6030.0,6421.0,1255.0,208.0,839.0,864.0,832.0,145.0,20.0,20.0,114.0,55.0,3.0,3.0,0.0,0.0,CNFG
159,output_CNFG_62,49,173,0.14710884353741496,12,7.061224489795919,5,0.13007480048296371,4,2.141156462585034,48.0,0.1350987020279803,1906884.0,2805195.0,617580.0,1194390.0,49680.0,109935.0,339660.0,40590.0,11070.0,2025.0,0.0,174765.0,7258.0,3703.0,46948.0,48173.0,2694.0,5715.0,5571.0,6169.0,1337.0,158.0,565.0,521.0,734.0,124.0,5.0,0.0,59.0,37.0,2.0,0.0,0.0,0.0,CNFG
160,output_CNFG_63,49,175,0.1488095238095238,11,7.142857142857142,5,0.14173071826133055,4,2.135204081632653,57.0,0.13646774298524356,1906884.0,2837625.0,632835.0,1202670.0,58995.0,107685.0,339795.0,48555.0,10890.0,3645.0,135.0,178574.0,8725.0,3430.0,45519.0,47829.0,3156.0,6737.0,6680.0,5811.0,1265.0,216.0,1007.0,985.0,841.0,131.0,33.0,78.0,140.0,80.0,9.0,22.0,2.0,0.0,CNFG
161,output_CNFG_64,49,176,0.14965986394557826,14,7.183673469387755,5,0.15150269231901886,4,2.143707482993197,64.0,0.13380736802737894,1906884.0,2853840.0,639990.0,1219230.0,66240.0,111510.0,348165.0,56430.0,12240.0,5220.0,270.0,181872.0,9818.0,3773.0,47726.0,49568.0,3957.0,7942.0,8052.0,6840.0,1383.0,322.0,1510.0,1563.0,1207.0,179.0,62.0,173.0,320.0,145.0,21.0,62.0,6.0,0.0,CNFG
162,output_CNFG_65,49,169,0.14370748299319727,12,6.8979591836734695,5,0.12875548487793387,4,2.1607142857142856,45.0,0.13559607706079604,1906884.0,2740335.0,590175.0,1118835.0,46575.0,96210.0,304245.0,35235.0,9270.0,1620.0,0.0,160456.0,6687.0,2944.0,39241.0,41494.0,2095.0,4856.0,4394.0,4913.0,1137.0,138.0,425.0,366.0,611.0,111.0,3.0,0.0,46.0,36.0,2.0,0.0,0.0,0.0,CNFG
163,output_CNFG_66,49,170,0.1445578231292517,12,6.938775510204081,5,0.14155991400889364,4,2.1615646258503403,53.0,0.137387139294555,1906884.0,2756550.0,597375.0,1128150.0,54855.0,97245.0,304245.0,42975.0,9090.0,3150.0,90.0,162956.0,7896.0,2996.0,38849.0,41026.0,2664.0,5682.0,5552.0,4607.0,1005.0,186.0,793.0,778.0,633.0,74.0,15.0,40.0,108.0,30.0,3.0,5.0,0.0,0.0,CNFG
164,output_CNFG_67,49,167,0.14200680272108845,11,6.816326530612245,5,0.13499867479459315,4,2.1938775510204085,46.0,0.1348265663611474,1906884.0,2707905.0,575550.0,1108485.0,47610.0,95805.0,303660.0,36855.0,9315.0,1890.0,45.0,156694.0,6725.0,2918.0,39529.0,41572.0,2246.0,5061.0,4783.0,4896.0,1116.0,151.0,490.0,461.0,604.0,84.0,6.0,20.0,49.0,26.0,0.0,2.0,0.0,0.0,CNFG
165,output_CNFG_68,49,167,0.14200680272108845,11,6.816326530612245,5,0.12089996171628828,4,2.170918367346939,42.0,0.1352257488591986,1906884.0,2707905.0,576180.0,1093995.0,43470.0,92790.0,297225.0,32625.0,8730.0,1755.0,45.0,154883.0,6163.0,2757.0,38173.0,40366.0,1900.0,4447.0,4152.0,4561.0,1092.0,96.0,448.0,415.0,492.0,81.0,9.0,23.0,37.0,16.0,0.0,3.0,0.0,0.0,CNFG
166,output_CNFG_69,49,166,0.141156462585034,12,6.775510204081633,5,0.1296419000500633,4,2.17687074829932,42.0,0.13725291936146808,1906884.0,2691690.0,569610.0,1073295.0,43470.0,90000.0,284355.0,32625.0,8145.0,1665.0,45.0,151304.0,6121.0,2698.0,35654.0,37581.0,1977.0,4287.0,4040.0,4031.0,928.0,113.0,391.0,398.0,453.0,60.0,6.0,20.0,40.0,21.0,1.0,3.0,0.0,0.0,CNFG
167,output_CNFG_7,49,172,0.14625850340136054,13,7.020408163265307,5,0.11853554608656648,4,2.1505102040816326,44.0,0.1369660628822927,1906884.0,2788980.0,610830.0,1171620.0,45540.0,106470.0,325530.0,36945.0,10845.0,1980.0,45.0,170742.0,6615.0,3601.0,43929.0,45104.0,2480.0,5064.0,4942.0,5784.0,1146.0,135.0,528.0,517.0,607.0,118.0,6.0,26.0,45.0,26.0,0.0,3.0,0.0,0.0,CNFG
168,output_CNFG_70,49,177,0.15051020408163265,12,7.224489795918367,5,0.13011308419471687,4,2.122448979591837,52.0,0.1382727543055563,1906884.0,2870055.0,647460.0,1229580.0,53820.0,111150.0,346905.0,43200.0,11295.0,2565.0,0.0,184916.0,8088.0,3575.0,46310.0,49033.0,2720.0,6021.0,5675.0,5986.0,1298.0,169.0,691.0,615.0,732.0,121.0,7.0,0.0,69.0,49.0,3.0,0.0,0.0,0.0,CNFG
169,output_CNFG_71,49,170,0.1445578231292517,13,6.938775510204081,5,0.12559741845456138,4,2.167517006802721,47.0,0.13559180224362274,1906884.0,2756550.0,596565.0,1146780.0,48645.0,102420.0,317880.0,38700.0,9765.0,1800.0,0.0,165047.0,6989.0,3336.0,42382.0,44009.0,2470.0,5291.0,5093.0,5179.0,1184.0,148.0,456.0,452.0,632.0,81.0,2.0,0.0,42.0,20.0,0.0,0.0,0.0,0.0,CNFG
170,output_CNFG_72,49,167,0.14200680272108845,12,6.816326530612245,5,0.1388815266366287,4,2.1913265306122454,49.0,0.13639435928161722,1906884.0,2707905.0,576180.0,1093995.0,50715.0,93060.0,292770.0,37800.0,8910.0,2070.0,45.0,155042.0,7196.0,2820.0,37095.0,39229.0,2194.0,5023.0,4658.0,4520.0,955.0,145.0,498.0,474.0,548.0,74.0,7.0,20.0,49.0,16.0,0.0,2.0,0.0,0.0,CNFG
171,output_CNFG_73,49,172,0.14625850340136054,12,7.020408163265307,5,0.13637247106634862,4,2.159863945578232,51.0,0.13548676677491084,1906884.0,2788980.0,610920.0,1169550.0,52785.0,103815.0,327555.0,42075.0,10485.0,2160.0,0.0,170468.0,7684.0,3278.0,43587.0,45808.0,2666.0,5861.0,5603.0,5583.0,1239.0,188.0,559.0,554.0,707.0,113.0,8.0,0.0,50.0,34.0,1.0,0.0,0.0,0.0,CNFG
172,output_CNFG_74,49,168,0.14285714285714285,13,6.857142857142858,5,0.12497072088908827,4,2.17687074829932,46.0,0.1364891197538014,1906884.0,2724120.0,582885.0,1112625.0,47610.0,97425.0,300645.0,38745.0,9540.0,2520.0,45.0,158455.0,6729.0,3132.0,39035.0,40431.0,2584.0,5009.0,5182.0,4878.0,1046.0,169.0,624.0,695.0,622.0,96.0,18.0,23.0,87.0,33.0,1.0,5.0,0.0,0.0,CNFG
173,output_CNFG_75,49,168,0.14285714285714285,11,6.857142857142858,5,0.13854286303265895,4,2.1972789115646263,49.0,0.13696113217985684,1906884.0,2724120.0,583155.0,1106415.0,50715.0,94095.0,298125.0,37800.0,9855.0,2385.0,45.0,157784.0,7245.0,2796.0,37894.0,40063.0,2170.0,5037.0,4645.0,4927.0,1020.0,127.0,581.0,510.0,574.0,98.0,10.0,17.0,54.0,32.0,1.0,3.0,0.0,0.0,CNFG
174,output_CNFG_76,49,169,0.14370748299319727,12,6.8979591836734695,5,0.11185322613894044,4,2.200680272108844,45.0,0.13433312412402046,1906884.0,2740335.0,589905.0,1125045.0,46575.0,98235.0,309735.0,38070.0,11340.0,2925.0,90.0,161079.0,6624.0,3083.0,40650.0,42442.0,2456.0,5267.0,5123.0,5924.0,1096.0,161.0,796.0,759.0,738.0,133.0,21.0,48.0,123.0,50.0,3.0,11.0,0.0,0.0,CNFG
175,output_CNFG_77,49,168,0.14285714285714285,12,6.857142857142858,5,0.1282592690755956,4,2.1845238095238093,47.0,0.13396067372119308,1906884.0,2724120.0,582390.0,1124010.0,48645.0,98775.0,309060.0,37845.0,10665.0,2385.0,0.0,159814.0,6914.0,3096.0,40575.0,42566.0,2309.0,5237.0,4876.0,5658.0,1122.0,139.0,637.0,561.0,651.0,144.0,16.0,0.0,59.0,43.0,3.0,0.0,0.0,0.0,CNFG
176,output_CNFG_78,49,169,0.14370748299319727,12,6.8979591836734695,5,0.16524280707954184,4,2.179421768707483,59.0,0.1353369256504751,1906884.0,2740335.0,589995.0,1122975.0,61065.0,97290.0,306810.0,47880.0,9720.0,3330.0,45.0,160896.0,8730.0,3008.0,39961.0,41710.0,2975.0,6545.0,6298.0,5086.0,1047.0,240.0,902.0,841.0,806.0,113.0,20.0,24.0,122.0,61.0,4.0,5.0,0.0,0.0,CNFG
177,output_CNFG_79,49,171,0.14540816326530612,13,6.979591836734693,5,0.14786823154170092,4,2.1777210884353737,54.0,0.13455708785805282,1906884.0,2772765.0,603900.0,1154025.0,55890.0,102330.0,320130.0,43965.0,10260.0,2745.0,45.0,167223.0,8095.0,3295.0,42464.0,44496.0,2760.0,6173.0,5782.0,5471.0,1185.0,193.0,758.0,681.0,758.0,106.0,11.0,27.0,80.0,53.0,3.0,3.0,0.0,0.0,CNFG
178,output_CNFG_8,49,167,0.14200680272108845,13,6.816326530612245,5,0.13234656499962622,4,2.185374149659864,50.0,0.13413614934654086,1906884.0,2707905.0,575325.0,1113660.0,51750.0,100125.0,306315.0,41580.0,10125.0,2835.0,0.0,157101.0,7276.0,3381.0,41376.0,41747.0,2735.0,5733.0,5532.0,5472.0,1081.0,189.0,766.0,745.0,764.0,120.0,15.0,0.0,116.0,57.0,6.0,0.0,0.0,0.0,CNFG
179,output_CNFG_80,49,172,0.14625850340136054,11,7.020408163265307,5,0.13685248991371446,4,2.1496598639455784,48.0,0.13673489743037762,1906884.0,2788980.0,611775.0,1149885.0,49680.0,98550.0,317025.0,37395.0,9990.0,2025.0,45.0,168066.0,7281.0,2939.0,40969.0,43688.0,2189.0,5227.0,4678.0,5247.0,1140.0,130.0,527.0,431.0,609.0,111.0,4.0,16.0,38.0,36.0,2.0,0.0,0.0,0.0,CNFG
180,output_CNFG_81,49,172,0.14625850340136054,11,7.020408163265307,5,0.09592425714874696,4,2.152210884353741,35.0,0.13702837408454993,1906884.0,2788980.0,611055.0,1166445.0,36225.0,102555.0,326295.0,28260.0,11160.0,1215.0,0.0,170146.0,5287.0,3169.0,43245.0,45447.0,1717.0,4025.0,3688.0,5842.0,1244.0,82.0,328.0,278.0,497.0,131.0,2.0,0.0,26.0,25.0,1.0,0.0,0.0,0.0,CNFG
181,output_CNFG_82,49,171,0.14540816326530612,12,6.979591836734693,5,0.12455605618870927,4,2.1581632653061225,45.0,0.13575516318083686,1906884.0,2772765.0,604530.0,1139535.0,46575.0,98325.0,312525.0,36585.0,10305.0,2115.0,0.0,165489.0,6747.0,3018.0,40577.0,42927.0,2299.0,5060.0,4860.0,5389.0,1096.0,133.0,569.0,566.0,622.0,124.0,9.0,0.0,71.0,36.0,2.0,0.0,0.0,0.0,CNFG
182,output_CNFG_83,49,169,0.14370748299319727,13,6.8979591836734695,5,0.16996540874091895,4,2.1904761904761907,59.0,0.13514346436415575,1906884.0,2740335.0,589545.0,1133325.0,61065.0,101565.0,309690.0,48195.0,10035.0,3510.0,45.0,162153.0,8723.0,3389.0,41166.0,42193.0,3161.0,6552.0,6340.0,5279.0,1062.0,248.0,938.0,929.0,810.0,101.0,24.0,25.0,133.0,54.0,4.0,6.0,0.0,0.0,CNFG
183,output_CNFG_84,49,169,0.14370748299319727,11,6.8979591836734695,5,0.14451217716523834,4,2.1836734693877546,49.0,0.13797004483019362,1906884.0,2740335.0,590085.0,1120905.0,50715.0,95940.0,302085.0,38025.0,9450.0,2295.0,45.0,160892.0,7289.0,2873.0,38397.0,40645.0,2246.0,5060.0,4705.0,4748.0,1021.0,140.0,553.0,565.0,569.0,79.0,14.0,23.0,62.0,22.0,0.0,5.0,0.0,0.0,CNFG
184,output_CNFG_85,49,172,0.14625850340136054,11,7.020408163265307,5,0.1378920399328563,4,2.1743197278911564,52.0,0.13703900291344573,1906884.0,2788980.0,611235.0,1162305.0,53820.0,101610.0,320535.0,41580.0,10755.0,2655.0,45.0,169734.0,7864.0,3117.0,41653.0,44174.0,2507.0,5696.0,5233.0,5493.0,1149.0,171.0,661.0,621.0,686.0,110.0,13.0,20.0,77.0,38.0,1.0,4.0,0.0,0.0,CNFG
185,output_CNFG_86,49,168,0.14285714285714285,14,6.857142857142858,5,0.12628924363618246,4,2.153061224489796,41.0,0.13588164122144053,1906884.0,2724120.0,582030.0,1132290.0,42435.0,103590.0,310680.0,33030.0,9450.0,1485.0,0.0,160767.0,6031.0,3621.0,42130.0,42519.0,2232.0,4527.0,4201.0,5051.0,1144.0,113.0,369.0,371.0,497.0,105.0,4.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,CNFG
186,output_CNFG_87,49,170,0.1445578231292517,12,6.938775510204081,5,0.10297434991312544,4,2.1326530612244903,39.0,0.13770570130013618,1906884.0,2756550.0,596610.0,1145745.0,40365.0,102600.0,313290.0,31815.0,9135.0,1710.0,45.0,165095.0,5806.0,3388.0,41389.0,42854.0,2023.0,4254.0,4086.0,4745.0,1138.0,93.0,442.0,404.0,457.0,71.0,7.0,22.0,38.0,20.0,1.0,3.0,0.0,0.0,CNFG
187,output_CNFG_88,49,170,0.1445578231292517,13,6.938775510204081,5,0.14314121252896764,4,2.17687074829932,49.0,0.13519017169016762,1906884.0,2756550.0,596970.0,1137465.0,50715.0,99765.0,313785.0,39420.0,10305.0,2205.0,0.0,163888.0,7307.0,3172.0,41337.0,43181.0,2476.0,5487.0,5058.0,5411.0,1140.0,171.0,582.0,523.0,642.0,109.0,9.0,0.0,59.0,36.0,3.0,0.0,0.0,0.0,CNFG
188,output_CNFG_89,49,169,0.14370748299319727,14,6.8979591836734695,4,0.1362599985048965,4,2.1879251700680267,55.0,0.1348727712647641,1906884.0,2740335.0,589770.0,1128150.0,56925.0,100080.0,308295.0,46755.0,10575.0,3555.0,90.0,161491.0,8091.0,3320.0,40717.0,41799.0,3149.0,6332.0,6306.0,5499.0,1089.0,254.0,950.0,911.0,868.0,132.0,18.0,43.0,130.0,68.0,4.0,7.0,0.0,0.0,CNFG
189,output_CNFG_9,49,169,0.14370748299319727,12,6.8979591836734695,5,0.15857260653179026,4,2.1683673469387754,55.0,0.13742466823963567,1906884.0,2740335.0,589995.0,1122975.0,56925.0,98190.0,302805.0,43785.0,8865.0,2610.0,0.0,161026.0,8157.0,3116.0,39123.0,40673.0,2724.0,5743.0,5511.0,4442.0,1016.0,197.0,612.0,626.0,615.0,72.0,8.0,0.0,65.0,28.0,1.0,0.0,0.0,0.0,CNFG
190,output_CNFG_90,49,175,0.1488095238095238,12,7.142857142857142,5,0.13032806196071506,4,2.1326530612244903,52.0,0.13641342185925298,1906884.0,2837625.0,632385.0,1213020.0,53820.0,111690.0,343935.0,44730.0,11205.0,3015.0,45.0,179868.0,7950.0,3782.0,47308.0,48537.0,3034.0,6255.0,6179.0,6079.0,1316.0,190.0,845.0,811.0,791.0,118.0,16.0,26.0,115.0,57.0,5.0,5.0,0.0,0.0,CNFG
191,output_CNFG_91,49,176,0.14965986394557826,14,7.183673469387755,5,0.15825693580795624,4,2.1343537414965987,62.0,0.1357156745672284,1906884.0,2853840.0,639630.0,1227510.0,64170.0,114210.0,350325.0,52965.0,11520.0,4005.0,135.0,182994.0,9549.0,3981.0,48611.0,49717.0,3628.0,7443.0,7096.0,6343.0,1321.0,258.0,1041.0,1031.0,872.0,140.0,29.0,64.0,112.0,58.0,3.0,11.0,1.0,0.0,CNFG
192,output_CNFG_92,49,168,0.14285714285714285,11,6.857142857142858,5,0.15006478781988986,4,2.1811224489795915,48.0,0.13648337095240445,1906884.0,2724120.0,582930.0,1111590.0,49680.0,95265.0,300105.0,36495.0,9405.0,2115.0,0.0,158451.0,7109.0,2876.0,38411.0,40625.0,2114.0,4918.0,4449.0,4817.0,1042.0,131.0,534.0,459.0,529.0,96.0,6.0,0.0,50.0,25.0,1.0,0.0,0.0,0.0,CNFG
193,output_CNFG_93,49,174,0.1479591836734694,14,7.1020408163265305,5,0.13202579733191985,4,2.1726190476190474,52.0,0.13397232967694114,1906884.0,2821410.0,624150.0,1222335.0,53820.0,116325.0,353025.0,46170.0,14175.0,3735.0,90.0,179531.0,7866.0,4171.0,50374.0,50571.0,3342.0,6577.0,6562.0,7972.0,1414.0,222.0,1064.0,1083.0,1008.0,266.0,46.0,60.0,156.0,100.0,8.0,17.0,1.0,0.0,CNFG
194,output_CNFG_94,49,167,0.14200680272108845,14,6.816326530612245,5,0.14011510031918198,4,2.189625850340136,51.0,0.13301898153910727,1906884.0,2707905.0,575190.0,1116765.0,52785.0,101295.0,309960.0,42660.0,10035.0,2790.0,135.0,157353.0,7416.0,3503.0,42364.0,42802.0,2858.0,5876.0,5747.0,5544.0,1158.0,182.0,728.0,739.0,733.0,119.0,18.0,66.0,79.0,42.0,1.0,10.0,0.0,0.0,CNFG
195,output_CNFG_95,49,169,0.14370748299319727,12,6.8979591836734695,5,0.11104632329122127,4,2.1658163265306123,39.0,0.13593591628217286,1906884.0,2740335.0,589365.0,1137465.0,40365.0,101475.0,314685.0,31770.0,10350.0,1530.0,45.0,162665.0,5768.0,3295.0,42116.0,43324.0,2023.0,4389.0,4163.0,5531.0,1150.0,91.0,364.0,385.0,544.0,116.0,10.0,22.0,22.0,23.0,1.0,2.0,0.0,0.0,CNFG
196,output_CNFG_96,49,169,0.14370748299319727,10,6.8979591836734695,5,0.13874311629413671,4,2.1641156462585034,49.0,0.13650194878178146,1906884.0,2740335.0,590670.0,1107450.0,50715.0,92160.0,299070.0,37980.0,8280.0,2160.0,45.0,159107.0,7290.0,2616.0,37432.0,40486.0,2160.0,5211.0,4745.0,4168.0,1035.0,156.0,547.0,494.0,522.0,51.0,6.0,22.0,54.0,16.0,0.0,2.0,0.0,0.0,CNFG
197,output_CNFG_97,49,172,0.14625850340136054,12,7.020408163265307,5,0.1437803692905734,4,2.1581632653061225,52.0,0.13604932388639765,1906884.0,2788980.0,610920.0,1169550.0,53820.0,104535.0,323100.0,43020.0,10890.0,2745.0,45.0,170615.0,7832.0,3358.0,42820.0,44770.0,2761.0,5929.0,5668.0,5699.0,1160.0,182.0,733.0,703.0,737.0,143.0,20.0,24.0,70.0,55.0,2.0,4.0,0.0,0.0,CNFG
198,output_CNFG_98,49,169,0.14370748299319727,12,6.8979591836734695,5,0.13961922431310184,4,2.1658163265306123,43.0,0.13583376750792955,1906884.0,2740335.0,589365.0,1137465.0,44505.0,101565.0,312660.0,35145.0,10035.0,1710.0,45.0,162737.0,6357.0,3318.0,41633.0,42933.0,2300.0,4810.0,4599.0,5291.0,1137.0,126.0,448.0,440.0,581.0,111.0,6.0,26.0,39.0,27.0,0.0,4.0,0.0,0.0,CNFG
199,output_CNFG_99,49,175,0.1488095238095238,10,7.142857142857142,5,0.13292840945902176,4,2.130952380952381,49.0,0.13778484318505796,1906884.0,2837625.0,632970.0,1199565.0,50715.0,105840.0,336195.0,39330.0,10890.0,2025.0,0.0,178362.0,7554.0,3239.0,44239.0,47104.0,2365.0,5498.0,5023.0,5731.0,1255.0,135.0,528.0,482.0,676.0,130.0,7.0,0.0,44.0,43.0,1.0,0.0,0.0,0.0,CNFG
200,output_GNP_0,49,181,0.15391156462585034,14,7.387755102040817,5,0.14645603829277304,4,2.1267006802721093,69.0,0.13124541070812612,1906884.0,2934915.0,673740.0,1364130.0,71415.0,144855.0,423495.0,67365.0,16830.0,5310.0,135.0,207236.0,10785.0,6002.0,67436.0,65300.0,5399.0,10434.0,10603.0,10664.0,2113.0,420.0,1651.0,1684.0,1715.0,296.0,49.0,87.0,273.0,137.0,10.0,27.0,2.0,0.0,GNP
201,output_GNP_1,49,133,0.1130952380952381,12,5.428571428571429,4,0.09531613511205346,6,2.4566326530612246,28.0,0.12440192232239093,1906884.0,2156595.0,362970.0,736920.0,28980.0,58230.0,169650.0,22950.0,4860.0,1575.0,45.0,81766.0,3130.0,1838.0,20195.0,19241.0,1573.0,2559.0,2998.0,2317.0,448.0,101.0,398.0,462.0,333.0,43.0,11.0,28.0,61.0,23.0,1.0,6.0,0.0,0.0,GNP
202,output_GNP_10,49,162,0.1377551020408163,15,6.612244897959183,4,0.1515151515151515,4,2.217687074829932,41.0,0.13257732430753616,1906884.0,2626830.0,538515.0,1111590.0,42435.0,109935.0,307080.0,33165.0,11205.0,1755.0,45.0,150740.0,5782.0,4375.0,44572.0,42257.0,2335.0,4660.0,4187.0,6475.0,1133.0,105.0,513.0,425.0,602.0,165.0,15.0,22.0,30.0,36.0,1.0,1.0,0.0,0.0,GNP
203,output_GNP_11,49,190,0.16156462585034015,14,7.755102040816326,6,0.16060243611264025,4,2.1037414965986394,82.0,0.13401426324658516,1906884.0,3080850.0,743445.0,1484190.0,84870.0,157455.0,478755.0,82395.0,20115.0,7470.0,315.0,237571.0,13503.0,6213.0,76383.0,76519.0,6619.0,13180.0,13253.0,12790.0,2493.0,578.0,2333.0,2412.0,2210.0,358.0,77.0,195.0,407.0,178.0,8.0,45.0,1.0,0.0,GNP
204,output_GNP_12,49,163,0.13860544217687076,11,6.653061224489796,5,0.12971699502311748,4,2.211734693877551,45.0,0.13536750153092594,1906884.0,2643045.0,548100.0,1058805.0,46575.0,90405.0,280440.0,35505.0,9090.0,2295.0,90.0,146077.0,6411.0,2752.0,35673.0,37010.0,2147.0,4675.0,4540.0,4604.0,915.0,136.0,583.0,588.0,546.0,105.0,13.0,47.0,67.0,29.0,0.0,7.0,0.0,0.0,GNP
205,output_GNP_13,49,153,0.13010204081632654,13,6.244897959183674,4,0.10550639836354124,4,2.2857142857142856,38.0,0.12877374790866902,1906884.0,2480895.0,480825.0,976005.0,39330.0,89010.0,258345.0,33525.0,9135.0,2160.0,0.0,124863.0,4955.0,3225.0,35548.0,33686.0,2498.0,4289.0,4766.0,5009.0,905.0,138.0,604.0,641.0,667.0,127.0,13.0,0.0,77.0,49.0,2.0,0.0,0.0,0.0,GNP
206,output_GNP_14,49,156,0.1326530612244898,12,6.367346938775509,4,0.14260829873074768,4,2.261904761904762,49.0,0.13019898094247884,1906884.0,2529540.0,499590.0,1022580.0,50715.0,93285.0,271845.0,41850.0,9090.0,2970.0,0.0,133704.0,6567.0,3177.0,36585.0,35948.0,2877.0,5440.0,5591.0,4831.0,961.0,222.0,769.0,818.0,724.0,115.0,19.0,0.0,113.0,48.0,4.0,0.0,0.0,0.0,GNP
207,output_GNP_15,49,182,0.15476190476190474,11,7.428571428571429,5,0.16006567129016105,4,2.118197278911565,68.0,0.1361541284849402,1906884.0,2951130.0,683595.0,1324800.0,70380.0,125820.0,393750.0,59985.0,13815.0,4455.0,45.0,204308.0,10839.0,4188.0,55750.0,58519.0,4000.0,8902.0,8476.0,7776.0,1704.0,312.0,1271.0,1173.0,1226.0,165.0,27.0,26.0,177.0,100.0,11.0,6.0,0.0,0.0,GNP
208,output_GNP_16,49,200,0.17006802721088435,16,8.16326530612245,6,0.17780943546249675,3,2.0136054421768708,92.0,0.1369257495741017,1906884.0,3243000.0,825390.0,1612530.0,95220.0,175725.0,530955.0,92745.0,19620.0,7740.0,225.0,272895.0,16063.0,7209.0,86135.0,87060.0,7580.0,15064.0,14998.0,12670.0,2724.0,660.0,2523.0,2548.0,2193.0,291.0,74.0,151.0,425.0,173.0,15.0,34.0,1.0,0.0,GNP
209,output_GNP_17,49,172,0.14625850340136054,11,7.020408163265307,5,0.17031834378773156,4,2.163265306122449,61.0,0.13504404184571994,1906884.0,2788980.0,608670.0,1221300.0,63135.0,115515.0,349965.0,52380.0,12240.0,3600.0,45.0,177162.0,9145.0,3859.0,49034.0,50046.0,3451.0,7356.0,7153.0,6802.0,1407.0,254.0,969.0,925.0,976.0,161.0,16.0,20.0,126.0,64.0,4.0,2.0,0.0,0.0,GNP
210,output_GNP_18,49,170,0.1445578231292517,14,6.938775510204081,5,0.1689927985846353,4,2.1760204081632653,73.0,0.12919071058216772,1906884.0,2756550.0,593100.0,1226475.0,75555.0,126225.0,362475.0,70380.0,13500.0,7110.0,360.0,174336.0,10627.0,5102.0,55704.0,52901.0,5647.0,10186.0,10903.0,8247.0,1588.0,499.0,2187.0,2254.0,1582.0,211.0,75.0,231.0,413.0,160.0,19.0,56.0,3.0,0.0,GNP
211,output_GNP_19,49,174,0.1479591836734694,13,7.1020408163265305,5,0.13078406853917054,4,2.1547619047619047,58.0,0.13154618291999282,1906884.0,2821410.0,621630.0,1280295.0,60030.0,131220.0,385920.0,56295.0,14625.0,4275.0,135.0,186690.0,8667.0,5083.0,59098.0,57675.0,4430.0,8341.0,8740.0,8898.0,1786.0,312.0,1318.0,1390.0,1293.0,224.0,42.0,92.0,216.0,97.0,10.0,25.0,2.0,0.0,GNP
212,output_GNP_2,49,168,0.14285714285714285,13,6.857142857142858,5,0.1544771554975637,4,2.192176870748299,60.0,0.13254555051835756,1906884.0,2724120.0,578970.0,1202670.0,62100.0,118530.0,345915.0,52065.0,12375.0,3555.0,45.0,169436.0,8743.0,4302.0,50261.0,49792.0,3551.0,7482.0,7180.0,7156.0,1452.0,253.0,1020.0,916.0,1020.0,168.0,17.0,26.0,122.0,69.0,5.0,4.0,0.0,0.0,GNP
213,output_GNP_20,49,181,0.15391156462585034,16,7.387755102040817,5,0.13314191477456785,4,2.1096938775510203,56.0,0.13561848042284716,1906884.0,2934915.0,674820.0,1339290.0,57960.0,137115.0,402705.0,53145.0,15165.0,3555.0,90.0,204419.0,8787.0,5481.0,60939.0,60107.0,4241.0,7771.0,7881.0,8882.0,1771.0,259.0,986.0,1088.0,1095.0,209.0,20.0,51.0,126.0,61.0,3.0,6.0,0.0,0.0,GNP
214,output_GNP_21,49,158,0.13435374149659865,13,6.448979591836735,5,0.11710273853130995,4,2.238095238095238,43.0,0.1309376516441052,1906884.0,2561970.0,512505.0,1049490.0,44505.0,95850.0,283275.0,36405.0,9720.0,2610.0,135.0,139075.0,5856.0,3242.0,38339.0,38170.0,2404.0,4829.0,4944.0,5232.0,1055.0,153.0,696.0,685.0,661.0,126.0,17.0,71.0,94.0,49.0,5.0,14.0,1.0,0.0,GNP
215,output_GNP_22,49,158,0.13435374149659865,11,6.448979591836735,4,0.13042377124009782,4,2.268707482993197,48.0,0.13263173594977146,1906884.0,2561970.0,514260.0,1009125.0,49680.0,84915.0,267255.0,38205.0,8370.0,2745.0,0.0,134417.0,6591.0,2534.0,33937.0,35088.0,2292.0,4971.0,4887.0,4252.0,908.0,159.0,681.0,664.0,576.0,71.0,13.0,0.0,89.0,31.0,4.0,0.0,0.0,0.0,GNP
